,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Sal Rei,75,CV,1563144192,83,16.18,-22.92,75.2,12.75
376,Baykit,7,RU,1563144192,81,61.68,96.39,56.92,5.48
377,Nocrich,77,RO,1563144192,93,45.9,24.45,57.2,2.24
378,Quatre Cocos,75,MU,1563144193,88,-20.21,57.76,66.2,4.7
379,Innisfail,59,AU,1563144042,87,-17.52,146.03,57.0,5.01
380,Upata,44,VE,1563144193,64,8.02,-62.41,86.0,3.0
381,Dingle,95,PH,1563144194,82,11.0,122.67,78.34,1.77
382,Lashio,100,MM,1563144194,99,22.93,97.75,70.78,0.92
383,Aklavik,75,CA,1563144129,49,68.22,-135.01,73.4,11.41
384,Ugoofaaru,100,MV,1563144195,73,5.67,73.0,83.38,8.97
385,Waingapu,12,ID,1563144195,74,-9.65,120.26,72.58,16.28
386,Coihaique,40,CL,1563144184,80,-45.58,-72.07,41.0,3.36
387,Arman,93,RU,1563144195,58,59.7,150.17,65.74,6.4
388,Carahue,0,CL,1563144196,81,-38.71,-73.16,46.4,4.7
389,Ewa Beach,40,US,1563144196,48,21.32,-158.01,88.0,14.99
390,Morant Bay,20,JM,1563143948,49,17.88,-76.41,89.6,28.86
391,Shelburne,1,CA,1563144197,56,44.08,-80.2,80.6,10.29
392,Amposta,0,ES,1563144197,78,40.71,0.58,75.99,2.24
393,Verkhoturye,99,RU,1563144197,98,58.86,60.81,62.86,4.27
394,Gijon,40,ES,1563144198,93,43.54,-5.66,69.01,2.42
395,Strazske,0,SK,1563144198,76,48.87,21.84,57.2,4.7
396,Tena,75,EC,1563144198,83,-0.99,-77.82,78.8,4.23
397,Nantucket,1,US,1563143913,74,41.28,-70.1,86.0,13.87
398,Zhangye,100,CN,1563144199,33,38.94,100.46,69.16,4.61
399,Tonk,14,IN,1563144199,63,26.16,75.79,83.92,17.25
400,Komsomolskiy,100,RU,1563144199,94,67.55,63.78,47.74,10.6
401,Nadym,11,RU,1563144200,67,65.53,72.51,71.86,15.48
402,Bowen,75,AU,1563144200,76,-20.01,148.25,61.0,2.24
403,Hrodna,3,BY,1563144200,94,53.68,23.83,49.72,5.3
404,Maloy,84,ID,1563144201,84,1.0,118.1,76.36,3.4
405,Sabha,0,LY,1563144201,17,27.03,14.43,88.96,6.51
406,Daru,100,PG,1563144201,84,-9.07,143.21,75.82,10.83
407,Anloga,40,GH,1563144202,88,5.79,0.9,77.0,10.29
408,Hibbing,40,US,1563144169,74,47.43,-92.94,84.2,10.29
409,Altay,62,CN,1563144202,61,47.83,88.13,58.36,6.31
410,Butterworth,75,MY,1563144203,88,5.4,100.37,75.2,3.36
411,Bay Roberts,90,CA,1563144203,100,47.58,-53.28,52.0,12.75
412,Coquimbo,0,CL,1563144203,76,-29.95,-71.34,63.0,5.82
413,Valkla,0,EE,1563144203,81,59.48,25.33,53.6,3.36
414,Serdobsk,0,RU,1563144204,93,52.46,44.21,54.76,5.82
415,Voskresenskoye,0,RU,1563144204,93,56.84,45.43,49.9,3.71
416,Tariba,75,VE,1563144204,48,7.82,-72.22,86.0,18.34
417,Vao,46,EE,1563144205,73,59.1,26.19,48.28,5.21
418,Atambua,80,ID,1563144205,72,-9.11,124.89,76.0,17.65
419,Coahuayana,100,MX,1563144205,79,18.62,-100.35,82.48,0.96
420,Jizan,40,SA,1563144206,49,16.89,42.56,93.2,6.93
421,Shaunavon,78,CA,1563144206,40,49.65,-108.41,81.22,13.04
422,Ayagoz,0,KZ,1563144206,71,47.96,80.43,62.5,20.42
423,Avera,1,US,1563143967,62,33.19,-82.53,93.0,6.93
424,Tilichiki,18,RU,1563144207,55,60.47,166.1,70.96,5.57
425,Biak,100,ID,1563144208,93,-0.91,122.88,63.04,6.15
426,Atasu,0,KZ,1563144068,54,48.68,71.64,65.56,9.66
427,Diego de Almagro,38,CL,1563144208,86,-26.39,-70.05,43.42,0.27
428,Ghanzi,0,BW,1563144208,20,-21.7,21.65,51.52,5.41
429,Tomatlan,99,MX,1563143973,71,19.93,-105.25,84.82,16.42
430,Lhokseumawe,99,ID,1563144209,87,5.18,97.15,70.24,3.78
431,Katobu,62,ID,1563144209,73,-4.94,122.53,76.9,7.76
432,Noumea,75,NC,1563144209,94,-22.28,166.46,68.0,13.58
433,Vieux-Habitants,75,GP,1563144210,70,16.06,-61.77,84.2,14.99
434,Belyy Yar,0,RU,1563144210,72,53.6,91.39,62.6,6.71
435,Valleyview,40,CA,1563144210,47,55.07,-117.28,73.66,8.95
436,Nemuro,98,JP,1563144211,93,43.32,145.57,52.96,13.31
437,Lufilufi,27,WS,1563144811,74,-13.87,-171.6,86.0,11.01
438,Kushima,75,JP,1563144813,88,31.5,131.29,75.2,1.12
439,Lebedyn,57,UA,1563144814,82,50.58,34.48,55.66,2.98
440,Lerwick,75,GB,1563144815,93,60.15,-1.15,51.8,4.7
441,Puerto Quijarro,50,BO,1563144816,74,-19.0,-57.72,82.4,5.82
442,Saint-Pierre,20,FR,1563144818,82,48.95,4.24,60.8,11.41
443,Wanning,20,AT,1563144819,100,48.64,13.53,57.0,1.12
444,Cabedelo,75,BR,1563144820,100,-6.97,-34.84,73.4,3.36
445,Birnin Kebbi,84,NG,1563144822,55,12.45,4.2,85.0,10.16
446,Loknya,34,RU,1563144823,88,54.21,39.24,48.99,1.68
447,Praia da Vitoria,20,PT,1563144824,69,38.73,-27.07,73.4,5.99
448,Gazanjyk,20,TM,1563144826,47,39.24,55.52,83.2,9.24
449,Mahon,75,IE,1563144827,93,51.89,-8.4,57.2,2.24
450,Veraval,0,FR,1563144828,76,49.65,0.71,59.0,9.17
451,Itupiranga,20,BR,1563144830,58,-5.13,-49.33,86.0,4.7
452,Dubbo,75,AU,1563144831,76,-32.25,148.6,48.2,19.46
453,Airai,74,TL,1563144832,62,-8.93,125.41,73.12,4.07
454,Constitucion,75,MX,1563144834,72,23.99,-104.67,72.0,6.93
455,Ostrovnoy,80,RU,1563144835,95,68.05,39.51,41.62,7.34
456,Kaspiyskiy,68,RU,1563144836,63,45.39,47.37,68.62,6.62
457,Acajutla,30,SV,1563144838,74,13.59,-89.83,84.28,12.59
458,Tupik,100,RU,1563144839,98,54.43,119.94,54.94,4.65
459,Puerto Escondido,40,MX,1563144841,66,15.86,-97.07,87.8,6.93
460,Berdigestyakh,95,RU,1563144842,52,62.1,126.7,68.8,7.43
461,Ranong,91,TH,1563144843,78,9.96,98.62,83.38,15.57
462,Salekhard,67,RU,1563144844,84,66.54,66.62,61.24,7.61
463,Manakara,77,MG,1563144846,81,-22.14,48.01,61.24,1.92
464,Kaeo,5,NZ,1563144847,100,-35.1,173.78,59.0,8.84
465,Tsiroanomandidy,13,MG,1563144848,73,-18.77,46.05,52.96,2.57
466,Biltine,25,TD,1563144850,60,14.53,20.93,83.74,19.35
467,Onufriyivka,81,UA,1563144851,83,48.91,33.45,60.16,2.95
468,Touros,40,BR,1563144810,88,-5.2,-35.46,77.0,3.36
469,Senanga,6,ZM,1563144853,32,-16.1,23.3,49.36,4.99
470,Gizo,0,IL,1563144855,69,31.8,34.94,78.8,5.82
471,Port Macquarie,0,AU,1563144856,45,-31.43,152.91,57.99,14.99
472,Anlu,62,CN,1563144858,82,31.26,113.68,77.8,3.6
473,Nha Trang,40,VN,1563144859,74,12.24,109.19,84.2,5.82
474,Requena,0,ES,1563144861,61,39.49,-1.1,79.0,4.7
475,Ulaanbaatar,40,MN,1563144862,31,47.92,106.92,73.4,15.66
476,Araouane,29,ML,1563144863,26,18.9,-3.53,95.8,5.28
477,Kudahuvadhoo,74,MV,1563144865,66,2.67,72.89,82.84,1.48
478,Saint-Malo,0,FR,1563144866,67,48.65,-2.02,64.4,9.17
479,Ayolas,100,PY,1563144867,86,-27.39,-56.84,59.44,8.03
480,Ligayan,100,PH,1563144868,79,4.65,119.47,82.48,19.75
481,Beckley,1,US,1563144607,48,37.78,-81.19,87.8,1.95
482,The Pas,1,CA,1563144871,60,53.82,-101.24,75.2,8.05
483,Gwadar,81,PK,1563144872,84,25.12,62.33,83.02,12.71
484,Chabahar,15,IR,1563144874,79,25.29,60.65,84.2,6.93
485,Sussex,90,CA,1563144875,93,45.72,-65.51,64.99,5.82
486,Colares,20,PT,1563144876,88,38.8,-9.45,68.0,8.05
487,Surazh,98,RU,1563144878,90,53.01,32.39,54.22,3.94
488,Djibo,39,BF,1563144879,41,14.1,-1.63,89.86,7.67
489,El Cobre,75,VE,1563144881,48,8.04,-72.06,86.0,18.34
490,Syracuse,1,US,1563144634,60,43.05,-76.15,75.99,5.82
491,Lamar,1,US,1563144883,15,38.09,-102.62,100.4,19.46
492,Dunhua,100,CN,1563144885,84,43.37,128.23,64.48,6.46
493,Soyo,0,AO,1563144886,90,-6.13,12.37,71.86,7.78
494,Praya,40,ID,1563144887,94,-8.71,116.27,68.0,2.24
495,Buluang,90,PH,1563144889,88,10.47,123.98,78.8,10.29
496,Umm Kaddadah,83,SD,1563144890,56,13.6,26.69,80.68,12.97
497,Chumikan,100,RU,1563144891,83,54.72,135.31,57.64,3.91
498,Chebarkul,88,RU,1563144893,88,54.98,60.37,60.88,5.3
499,Buraydah,0,SA,1563144894,26,26.33,43.97,84.2,2.24
500,Aligudarz,89,IR,1563144895,27,33.4,49.69,63.76,0.96
501,Villa San Giovanni,75,IT,1563144897,68,45.52,9.23,72.0,4.7
502,Kourou,20,GF,1563144898,83,5.16,-52.64,80.6,5.82
503,Lure,0,FR,1563144899,93,47.69,6.5,57.99,3.36
504,Port Hardy,40,CA,1563144901,64,50.7,-127.42,68.0,6.93
505,Trinidad,40,BO,1563144902,70,-14.83,-64.9,84.2,2.91
506,Raudeberg,82,NO,1563144903,81,61.99,5.14,51.8,17.22
507,Chokurdakh,93,RU,1563144905,71,70.62,147.9,44.5,13.85
508,Evensk,94,RU,1563144906,89,61.92,159.24,53.86,5.75
509,Ler,75,NO,1563144908,76,63.2,10.3,51.8,14.99
510,Alofi,98,NU,1563144909,69,-19.06,-169.92,77.0,13.87
511,Bagaha,100,IN,1563144780,97,27.1,84.09,76.72,7.14
512,Turukhansk,99,RU,1563144911,72,65.8,87.96,61.06,3.96
513,Rapid Valley,20,US,1563144913,78,44.06,-103.15,84.0,10.29
514,Oussouye,65,SN,1563144914,82,12.49,-16.54,79.78,12.3
515,Muros,0,ES,1563144915,93,42.77,-9.06,66.99,4.7
516,Guasdualito,40,VE,1563144917,88,7.24,-70.73,82.4,2.48
517,Indramayu,49,ID,1563144918,93,-4.05,103.78,65.02,3.69
518,Kamenka,100,MD,1563144638,92,48.03,28.7,59.0,2.68
519,Agucadoura,75,PT,1563144920,100,41.43,-8.78,68.0,1.12
520,Hobyo,8,SO,1563144921,72,5.35,48.53,77.62,20.33
521,Puro,100,PH,1563144923,85,13.13,123.76,77.8,7.36
522,San Andres,100,PH,1563144924,90,13.32,122.68,75.82,0.51
523,Megion,0,RU,1563144926,72,61.04,76.11,68.0,6.71
524,Tamboril,12,BR,1563144927,67,-4.83,-40.32,75.46,4.0
525,Caravelas,0,BR,1563144928,85,-17.73,-39.27,69.16,6.58
526,Hokitika,58,NZ,1563144930,72,-42.72,170.96,49.36,10.36
527,Necochea,100,AR,1563144931,82,-38.55,-58.74,46.0,1.01
528,Artesia,1,US,1563144932,23,32.84,-104.4,99.0,9.17
529,Pichayevo,0,RU,1563144933,88,51.79,41.22,54.04,4.27
530,Oistins,75,BB,1563144935,94,13.07,-59.53,77.0,18.34
531,Le Port,60,FR,1563144936,60,42.87,1.37,69.01,5.01
532,Warri,100,NG,1563144937,87,5.52,5.75,77.26,8.19
533,Cururupu,65,BR,1563144939,97,-1.82,-44.87,71.86,2.57
534,Baghdad,0,IQ,1563144940,24,33.3,44.38,89.6,10.29
535,Westerland,90,NL,1563144941,82,52.89,4.93,60.01,5.82
536,Mariakani,61,KE,1563144943,94,-3.87,39.47,66.82,6.29
537,Hirara,40,JP,1563144944,88,24.8,125.28,82.4,3.36
538,Isetskoye,94,RU,1563144946,88,56.49,65.32,64.48,7.81
539,Lasa,40,CY,1563144947,73,34.92,32.53,77.0,5.82
540,Magadan,59,RU,1563144948,93,59.56,150.8,49.18,10.51
541,Saint Albans,75,US,1563144950,53,44.81,-73.08,77.0,4.7
542,Abay,0,KZ,1563144951,76,49.63,72.87,51.8,4.47
543,Petropavlovsk-Kamchatskiy,93,RU,1563144953,67,53.05,158.65,62.6,8.95
544,Mezen,77,RU,1563144954,92,65.85,44.24,50.08,5.28
545,Maracas,40,TT,1563144956,78,10.76,-61.44,80.6,18.25
546,Petauke,0,ZM,1563144957,64,-14.25,31.33,58.54,6.93
547,Mut,0,TR,1563144958,46,36.64,33.44,58.9,4.47
548,San Luis,74,AR,1563144798,72,-33.3,-66.34,54.76,5.95
549,Kroya,22,ID,1563144961,67,-6.5,108.06,71.32,7.43
550,Darhan,100,MN,1563144962,78,49.49,105.92,65.92,4.63
551,Lazaro Cardenas,5,MX,1563144963,14,28.39,-105.62,95.0,12.75
552,Pacific Grove,1,US,1563144965,35,36.62,-121.92,95.0,20.8
